ticket_id,fecha_creacion,fecha_resolucion,categoria,prioridad,sucursal,doctor_asignado_id,horas_resolucion,cumple_sla,reabierto,comentario
1219,2024-03-01 02:06:19,2024-03-07 00:48:17,Sugerencia,baja,Este,16,142.7,1,0,
1220,2024-03-15 10:05:04,2024-03-17 02:20:08,Sugerencia,baja,Norte,5,40.3,1,0,"Campaña electoral aquella estudio diario. Señaló apenas visto ahí mirada veces.
Pueden mientras boca padres lado sé través. Hasta poner empresas largo fuerza."
1221,2024-08-30 13:00:10,2024-09-02 21:32:00,Reclamo,alta,Sur,15,80.5,0,0,"Embargo sistema octubre resultado políticas mirada presenta. Quería bastante así u importantes saber.
Madre ocho muchos. Color cuadro proceso escuela jefe nuevo."
1222,2024-03-17 17:55:49,2024-03-17 22:12:51,Reclamo,alta,Norte,19,4.3,1,0,
1223,2024-07-14 07:18:09,2024-07-16 01:19:58,Petición,media,Norte,7,42.0,1,0,
1224,2024-05-11 23:53:39,2024-05-15 09:52:18,Reclamo,alta,Sur,3,82.0,0,1,
1225,2024-01-25 01:47:12,2024-01-28 04:02:33,Sugerencia,baja,Este,18,74.3,1,0,
1226,2024-08-08 00:14:32,2024-08-13 06:59:59,Sugerencia,baja,Oeste,6,126.8,1,0,"Especie seguir una radio mitad felipe cargo. Encuentro ayer quiero estilo fuerzas.
Campaña película jóvenes ir plan ésta toda. Así niveles hemos dejar esto posibilidad nosotros consejo."
1227,2024-06-13 01:53:12,2024-06-13 15:04:17,Reclamo,alta,Sur,11,13.2,1,0,
1228,2024-07-09 08:01:11,2024-07-10 10:34:34,Petición,media,Este,16,26.6,1,0,
1229,2024-03-27 23:13:13,2024-04-01 03:25:37,Reclamo,alta,Norte,7,100.2,0,1,
1230,2024-10-16 04:58:31,2024-10-18 01:09:05,Petición,media,Norte,7,44.2,1,0,
1231,2024-02-25 02:18:12,2024-03-03 22:08:50,Petición,media,Este,16,187.8,0,1,
1232,2024-02-11 03:30:41,2024-02-12 08:29:22,Sugerencia,baja,Sur,17,29.0,1,0,
1233,2024-08-23 19:35:06,2024-08-24 14:03:37,Petición,media,Sur,17,18.5,1,0,
1234,2024-07-19 15:25:16,2024-07-19 17:35:46,Petición,media,Sur,15,2.2,1,0,"Toma luego razones situación grupo santiago.
Vamos bajo decir era ante cosas tienen.
Ni duda visto."
1235,2024-08-25 04:54:38,2024-08-28 03:06:02,Petición,media,Norte,1,70.2,1,0,
1236,2024-08-22 00:30:09,2024-08-23 09:09:45,Petición,media,Sur,11,32.7,1,0,
1237,2024-02-01 01:03:31,2024-02-03 02:29:31,Reclamo,alta,Norte,1,49.4,0,0,
1238,2024-07-05 06:31:56,2024-07-05 20:32:27,Queja,alta,Norte,10,14.0,1,0,
1239,2024-01-18 06:54:52,2024-02-02 23:03:24,Sugerencia,baja,Norte,4,376.1,0,1,
1240,2024-06-25 03:28:10,2024-06-25 18:29:46,Petición,media,Norte,7,15.0,1,0,
1241,2024-06-02 17:11:16,2024-06-05 02:32:15,Reclamo,alta,Norte,5,57.3,0,0,
1242,2024-10-01 03:25:05,2024-10-02 21:01:57,Reclamo,alta,Norte,20,41.6,1,0,
1243,2024-11-08 12:26:22,2024-11-12 02:33:16,Petición,media,Norte,5,86.1,1,0,"Hemos fondo noviembre trata poner. Entre dentro lejos su.
El vuelta dar proyecto. Interior período mayoría fiscal años haya aun ex. Ella con reunión profesional dicho."
1244,2024-08-12 03:40:41,2024-08-17 11:33:50,Petición,media,Norte,4,127.9,0,1,
1245,2024-12-02 16:10:43,2024-12-09 10:01:34,Sugerencia,baja,Norte,20,161.8,1,0,
1246,2024-08-03 21:22:33,2024-08-04 17:00:45,Queja,alta,Este,18,19.6,1,0,"Aun o unión mucho tipos esto razones. Ninguna pablo duda estudios tribunal tampoco. Perdido allá y tipos presenta.
Concepto programas creo cabo. Visto cara santa américa. Necesario buen cosas e."
1247,2024-10-31 18:40:22,2024-11-01 09:04:10,Sugerencia,baja,Norte,19,14.4,1,0,"Cultural mucho solución trabajo exterior méxico. Seguro es corazón. Mismos hizo especie aquella.
Etc bajo están. Proyectos jefe has mesa mucha considera problema."
1248,2024-06-02 04:26:35,2024-06-02 08:20:26,Sugerencia,baja,Norte,4,3.9,1,0,
1249,2024-05-22 03:53:52,2024-06-02 11:35:55,Sugerencia,baja,Este,16,271.7,0,1,A él llegado tipos república negro. Ella partidos animales actividades. Tendrá hacer cámara tan fin aunque aspecto.
1250,2024-11-16 04:46:02,2024-11-17 02:47:07,Reclamo,alta,Oeste,12,22.0,1,0,
1251,2024-07-28 12:15:42,2024-07-30 01:45:44,Reclamo,alta,Sur,11,37.5,1,0,
1252,2024-04-23 23:23:00,2024-04-27 01:31:20,Sugerencia,baja,Norte,4,74.1,1,0,
1253,2024-09-16 15:39:29,2024-09-16 18:58:25,Queja,alta,Norte,10,3.3,1,0,
1254,2024-09-12 04:21:04,2024-09-12 07:03:04,Queja,alta,Sur,17,2.7,1,0,"Conciencia duda barcelona voy. Señora demás millones modo instituto.
Encontrar siempre elementos valores particular perdido. Película local eso abril baja."
1255,2024-10-15 14:15:02,2024-10-19 03:25:26,Petición,media,Sur,11,85.2,1,0,
1256,2024-05-11 09:06:04,2024-05-11 22:23:38,Reclamo,alta,Este,18,13.3,1,0,
1257,2024-04-03 10:51:15,2024-04-03 15:40:28,Queja,alta,Norte,20,4.8,1,0,
1258,2024-10-05 20:07:19,2024-10-08 15:12:31,Sugerencia,baja,Oeste,13,67.1,1,0,
1259,2024-10-27 16:58:54,2024-10-28 01:09:34,Sugerencia,baja,Este,14,8.2,1,0,
1260,2024-05-03 03:34:52,2024-05-04 01:52:32,Queja,alta,Oeste,6,22.3,1,0,
1261,2024-12-01 05:09:03,2024-12-02 20:08:13,Sugerencia,baja,Norte,4,39.0,1,0,
1262,2024-06-02 13:07:45,2024-06-06 17:14:19,Petición,media,Sur,15,100.1,1,0,Pregunta paciente siendo entrada datos energía. Destino n socialista reforma jefe.
1263,2024-01-30 05:20:23,2024-01-31 03:54:25,Petición,media,Norte,20,22.6,1,0,"Aún josé suerte podemos. Obstante rodríguez voz fue pueda propio ha. Año mí marzo n puntos universidad obras elecciones.
Quienes tierra semanas acto.
Veces o región acción."
1264,2024-11-24 12:51:24,2024-11-27 13:34:31,Sugerencia,baja,Sur,11,72.7,1,0,
1265,2024-05-10 10:20:12,2024-05-10 11:17:06,Petición,media,Norte,7,0.9,1,0,"Pasado base habla. Te general ejemplo.
Piel bastante radio carlos económico secretario. Alto había período."
1266,2024-09-04 07:14:11,2024-09-04 12:59:59,Petición,media,Norte,5,5.8,1,0,
1267,2024-03-19 22:11:26,2024-03-20 10:42:17,Reclamo,alta,Oeste,13,12.5,1,0,
1268,2024-04-20 23:35:13,2024-04-21 14:01:17,Queja,alta,Sur,11,14.4,1,0,"Compañía dejar el segunda pone.
Muy mesa aquellas derecho ese cierto. Armas club torno pesetas debido área lenguaje ellas."
1269,2024-01-22 10:59:55,2024-01-23 10:54:24,Reclamo,alta,Este,14,23.9,1,0,Región estaban era padres número posibilidad. Acciones primera dicen usted historia. Partir ambiente diversas pregunta lo.
1270,2024-07-31 11:18:34,2024-08-01 07:15:09,Petición,media,Norte,19,19.9,1,0,Sur pedro cultural estados. Falta asunto tiempo efectos sobre. Sangre área fútbol. Político y doctor.
1271,2024-03-08 21:57:21,2024-03-15 16:31:58,Sugerencia,baja,Norte,5,162.6,1,0,
1272,2024-03-03 09:53:21,2024-03-09 19:01:55,Petición,media,Norte,1,153.1,0,1,
1273,2024-09-25 23:39:09,2024-09-27 08:07:43,Reclamo,alta,Norte,1,32.5,1,0,"Ver años jamás san américa. Conciencia electoral trabajo único. Ciudad mis j recuerdo padres primera primeras.
Creación pese ley llevar. Mujer servicios constitución."
1274,2024-07-19 20:05:07,2024-07-20 01:20:50,Sugerencia,baja,Sur,11,5.3,1,0,
1275,2024-01-30 18:24:16,2024-02-02 15:54:53,Sugerencia,baja,Este,18,69.5,1,0,
1276,2024-08-02 19:37:17,2024-08-02 22:20:27,Queja,alta,Norte,7,2.7,1,0,Deja compañía futuro especie dijo cuya era. Dejó lejos asimismo. Presente pasó españoles acuerdo queda zona semanas.
1277,2024-01-22 14:14:16,2024-01-22 19:58:09,Reclamo,alta,Este,14,5.7,1,0,"Dar rafael bastante régimen llama. Actitud él teoría instituto administración seguro habrá.
Campaña mientras económico imágenes pueblo quería días industria. Región organización capaz mientras."
1278,2024-05-05 17:14:41,2024-05-09 04:36:56,Queja,alta,Norte,5,83.4,0,0,"Comenzó mediante movimiento hijo experiencia. Quiero millones mismo más estas domingo diferentes juicio. Futuro calle evitar oro. Comunicación club usted solamente.
Final peor encuentra muchas quizá."
1279,2024-01-31 16:49:37,2024-02-01 14:46:45,Sugerencia,baja,Este,14,22.0,1,0,
1280,2024-07-05 22:23:24,2024-07-06 17:21:40,Queja,alta,Este,14,19.0,1,0,"Tengo nivel unidos serán madre siete. Peor presencia tipo largo cierta región. Dado se reunión sabe miembros quien veces.
Contenido unos equipo algunos habían papel. Has modelo concepto voy."
1281,2024-07-27 09:01:41,2024-07-31 13:45:36,Sugerencia,baja,Norte,20,100.7,1,0,
1282,2024-05-18 19:07:56,2024-05-24 12:10:48,Sugerencia,baja,Oeste,13,137.0,1,0,
1283,2024-03-21 12:29:00,2024-03-23 23:29:35,Petición,media,Norte,19,59.0,1,0,Puerto mucha cuarto imposible da visto. Dicen tratamiento española cambio. Hombres ello sala costa san.
1284,2024-09-16 22:03:05,2024-09-16 22:19:38,Reclamo,alta,Este,14,0.3,1,0,
1285,2024-09-20 00:02:08,2024-09-21 05:15:59,Petición,media,Este,2,29.2,1,0,"Encuentran creo estar acción mes asociación. Saber fernando fácil ningún cuestión salud.
Te programa único presente. Pedro particular obstante."
1286,2024-04-10 19:22:14,2024-04-12 23:29:10,Petición,media,Norte,19,52.1,1,0,
1287,2024-03-28 10:52:21,2024-03-28 13:30:24,Queja,alta,Sur,17,2.6,1,0,"Algunas buen corte maría. Viejo b final presenta pacientes. Casos trata llegar formación. Grupos barcelona pudo edad.
Si siquiera régimen. Concepto unidad has trabajo hacia fuerza pasa."
1288,2024-08-22 15:03:59,2024-08-23 01:29:55,Reclamo,alta,Sur,15,10.4,1,0,
1289,2024-02-29 17:08:29,2024-02-29 19:32:45,Petición,media,Sur,8,2.4,1,0,"Papel aquella médico entonces victoria puntos millones.
Acto seis muchos el dar nos. Particular pueda persona. Aspectos hermano ni trabajar."
1290,2024-02-15 01:08:26,2024-02-15 07:44:08,Petición,media,Este,18,6.6,1,0,
1291,2024-12-01 05:49:25,2024-12-02 18:44:42,Petición,media,Sur,11,36.9,1,0,
1292,2024-10-05 12:26:20,2024-10-06 08:18:03,Sugerencia,baja,Sur,17,19.9,1,0,
1293,2024-07-12 02:47:54,2024-07-12 21:44:00,Reclamo,alta,Este,14,18.9,1,0,Central nunca cuando casa. Parecía ahí toda características tienen valores. Siquiera fuentes blanco gonzález padre mientras puerta debido. Armas todas debe realizar cuba.
1294,2024-12-20 18:39:27,2024-12-21 18:59:30,Reclamo,alta,Norte,10,24.3,1,0,
1295,2024-06-20 09:11:30,2024-06-21 20:10:50,Reclamo,alta,Norte,19,35.0,1,0,
1296,2024-02-03 10:44:57,2024-02-03 15:08:52,Queja,alta,Norte,19,4.4,1,0,"Larga muy he importantes expresión hacia control.
Música según investigación tal menos. Horas imposible viene mismos josé día intereses."
1297,2024-12-27 11:48:44,2024-12-28 00:55:46,Petición,media,Norte,10,13.1,1,0,
1298,2024-11-09 04:38:36,2024-11-09 11:48:25,Petición,media,Centro,9,7.2,1,0,
1299,2024-07-25 14:48:14,2024-07-26 10:22:05,Reclamo,alta,Centro,9,19.6,1,0,
1300,2024-09-18 20:01:44,2024-09-20 04:15:36,Queja,alta,Norte,19,32.2,1,0,
1301,2024-08-30 17:26:07,2024-08-30 18:07:56,Reclamo,alta,Oeste,6,0.7,1,0,Cual curso producción sabe. Flores orden amor está ex volvió opinión quedó. Uno haciendo apenas mañana hechos. Muchas llamado a cargo desarrollo estudios familia.
1302,2024-01-24 02:08:10,2024-02-08 11:56:52,Sugerencia,baja,Oeste,6,369.8,0,1,"Era tuvo apoyo atrás obstante línea fuerza. Perdido mujeres después vino plaza proyecto.
Habría grande fuentes. Superior bajo semana queda últimos cosas."
1303,2024-07-27 14:59:05,2024-07-27 16:29:17,Queja,alta,Norte,20,1.5,1,0,
1304,2024-10-01 10:37:27,2024-10-05 18:15:38,Sugerencia,baja,Este,14,103.6,1,0,
1305,2024-06-05 22:46:08,2024-06-11 09:47:25,Sugerencia,baja,Oeste,6,131.0,1,0,Puntos fuerte miembros todo dan hacía. Nunca investigación atención otros. Hospital fin alto ex doctor movimiento español administración. Presente hacía defensa m prueba obstante concepto.
1306,2024-10-09 17:27:31,2024-10-11 21:24:00,Reclamo,alta,Este,2,51.9,0,0,
1307,2024-06-26 11:53:59,2024-07-02 16:43:10,Sugerencia,baja,Oeste,13,148.8,1,0,
1308,2024-05-18 00:28:14,2024-05-19 18:09:22,Queja,alta,Oeste,13,41.7,1,0,
1309,2024-12-28 12:19:15,2024-12-28 22:23:40,Reclamo,alta,Norte,5,10.1,1,0,
1310,2024-07-24 12:14:00,2024-07-26 02:47:53,Reclamo,alta,Sur,15,38.6,1,0,
1311,2024-06-15 11:23:25,2024-06-15 18:24:27,Petición,media,Norte,4,7.0,1,0,
1312,2024-12-02 09:44:55,2024-12-15 13:11:04,Sugerencia,baja,Norte,20,315.4,0,1,
1313,2024-06-24 04:15:22,2024-06-26 16:53:25,Petición,media,Centro,9,60.6,1,0,
1314,2024-09-16 12:03:57,2024-09-18 09:16:40,Queja,alta,Norte,19,45.2,1,0,
1315,2024-01-01 10:25:47,2024-01-02 01:09:15,Queja,alta,Sur,11,14.7,1,0,
1316,2024-06-02 14:46:35,2024-06-05 14:25:03,Petición,media,Norte,1,71.6,1,0,
1317,2024-07-23 20:39:31,2024-07-27 04:16:49,Sugerencia,baja,Oeste,12,79.6,1,0,
1318,2024-05-24 09:50:04,2024-05-25 11:23:11,Queja,alta,Este,2,25.6,1,0,
1319,2024-04-22 20:28:35,2024-04-22 22:37:59,Queja,alta,Norte,20,2.2,1,0,Estoy miguel naturaleza carne electoral siempre cámara. Recuerdo actual torno modo mercado o. M ambiente futuro esta modelo.
1320,2024-05-07 15:56:15,2024-05-07 21:03:31,Petición,media,Sur,3,5.1,1,0,
1321,2024-02-28 22:50:42,2024-02-29 06:11:24,Queja,alta,Norte,4,7.3,1,0,
1322,2024-02-28 19:15:21,2024-02-29 17:16:16,Sugerencia,baja,Sur,3,22.0,1,0,Actual tu te seguridad junto. Posición derechos habría éste dinero material idea. Final aquellas negro temas semanas aquel.
1323,2024-06-13 13:47:59,2024-06-15 18:53:13,Reclamo,alta,Este,14,53.1,0,1,
1324,2024-03-23 15:23:41,2024-03-24 11:11:11,Petición,media,Centro,9,19.8,1,0,
1325,2024-11-17 12:50:15,2024-11-20 21:34:21,Reclamo,alta,Este,2,80.7,0,0,
1326,2024-11-16 03:09:47,2024-11-18 06:38:13,Sugerencia,baja,Norte,7,51.5,1,0,
1327,2024-04-06 06:50:18,2024-04-07 03:31:35,Sugerencia,baja,Norte,4,20.7,1,0,Personas tarde naturaleza economía además participación participación. Vuelve cargo época cierta duda. Menos pasado arriba somos humano.
1328,2024-11-05 14:43:39,2024-11-07 06:17:39,Queja,alta,Norte,20,39.6,1,0,Todas mesa sol distintos. Presenta temas forma cultural. Corazón llegó puso entrar varias.
1329,2024-09-27 09:56:54,2024-09-28 06:56:54,Reclamo,alta,Norte,4,21.0,1,0,
1330,2024-01-13 05:19:57,2024-01-13 18:41:46,Reclamo,alta,Sur,15,13.4,1,0,
1331,2024-03-31 18:16:14,2024-04-03 08:28:07,Petición,media,Este,2,62.2,1,0,
1332,2024-04-23 03:50:23,2024-04-24 11:13:57,Reclamo,alta,Oeste,13,31.4,1,0,
1333,2024-04-16 20:32:04,2024-04-18 02:51:42,Sugerencia,baja,Este,16,30.3,1,0,"Parece caso casos medidas quería diferentes. Práctica televisión ha seguir abril martín.
Apoyo don negro lenguaje. Tendrá tomar autor aquellas. Dicen tiene muerte niveles manos consumo."
1334,2024-05-03 11:51:44,2024-05-18 11:24:00,Petición,media,Este,18,359.5,0,1,
1335,2024-06-12 16:28:18,2024-06-16 15:13:55,Reclamo,alta,Sur,11,94.8,0,0,
1336,2024-05-02 22:08:27,2024-05-04 02:48:02,Reclamo,alta,Sur,3,28.7,1,0,"Punto económica casi cuadro del. Hombre estoy proyectos.
Marco proceso hizo último difícil. Corazón ellos abril nuestras."
1337,2024-06-26 23:41:36,2024-06-27 04:20:39,Reclamo,alta,Norte,7,4.7,1,0,
1338,2024-03-26 18:29:35,2024-04-01 00:18:13,Sugerencia,baja,Norte,7,125.8,1,0,
1339,2024-03-20 03:02:06,2024-03-20 08:24:05,Petición,media,Oeste,12,5.4,1,0,"Mucho equipo bien. Costa conciencia asimismo su miembros sea tenía conciencia.
Razones puede cuba. Profesional cinco juicio puntos riesgo año."
1340,2024-02-26 18:38:02,2024-02-26 21:49:54,Sugerencia,baja,Norte,7,3.2,1,0,
1341,2024-08-06 13:27:48,2024-08-06 20:17:48,Queja,alta,Este,16,6.8,1,0,"Buen acerca da madre sociales modelo. González formas interés carrera otro. Menos otra paciente algo. Piel también ve noviembre allá cuestión miedo.
Miembros está suerte aquel."
1342,2024-09-25 08:30:55,2024-09-25 23:37:23,Reclamo,alta,Este,16,15.1,1,0,"Año tienen victoria deseo actitud cuerpo vamos. Tenía creo sería nuevo.
Sabe semana local principal. Capaz será juan estructura autoridades cámara. Larga tierra paz lópez es."
1343,2024-06-04 21:44:05,2024-06-13 03:55:58,Sugerencia,baja,Norte,1,198.2,0,1,"Encuentran domingo trata lado. Julio organización tuvo partido.
Casi base considera empresa hace costa españa. Pedro trabajar debe maría ese llama. Estados política algún alrededor habrá hablar."
1344,2024-09-21 04:56:16,2024-09-24 12:10:33,Petición,media,Oeste,13,79.2,1,0,"Humano dos esos banco ocasión especie luego. Misma política martín grupo.
Deja diez ii poco policía casi. Ministerio menor proyectos director se serán."
1345,2024-07-02 09:41:27,2024-07-08 05:43:14,Sugerencia,baja,Este,18,140.0,1,0,
1346,2024-12-06 08:09:22,2024-12-08 03:49:12,Petición,media,Este,2,43.7,1,0,
1347,2024-06-10 10:03:32,2024-06-11 21:36:17,Petición,media,Este,16,35.5,1,0,
1348,2024-07-10 09:53:47,2024-07-10 18:51:47,Queja,alta,Norte,5,9.0,1,0,
1349,2024-03-30 06:16:30,2024-04-03 13:53:03,Reclamo,alta,Norte,4,103.6,0,1,
1350,2024-04-24 11:49:21,2024-04-24 14:45:59,Petición,media,Norte,4,2.9,1,0,"Silencio da comercio deja características les. Éxito usted pudo estaba nacional precios. Cual historia para compañía.
Sea través habían aquellas da."
1351,2024-09-08 04:32:04,2024-09-10 10:51:18,Queja,alta,Sur,3,54.3,0,1,
1352,2024-03-02 08:28:53,2024-03-03 08:01:03,Queja,alta,Sur,11,23.5,1,0,"Y obstante actitud resultado.
Antonio instituciones el mismos señor fueron centro. Revolución resto la igual francia llama pese."
1353,2024-08-19 18:35:51,2024-08-21 06:44:13,Petición,media,Norte,19,36.1,1,0,
1354,2024-11-18 09:28:11,2024-11-19 19:40:13,Reclamo,alta,Norte,5,34.2,1,0,
1355,2024-12-17 16:02:29,2024-12-18 05:54:04,Reclamo,alta,Este,18,13.9,1,0,
1356,2024-11-29 06:19:34,2024-12-04 11:19:51,Petición,media,Norte,5,125.0,0,1,Hijo contra principio familia. De e toda control. Punto ley color menos.
1357,2024-08-19 16:53:00,2024-08-25 11:17:15,Petición,media,Este,16,138.4,0,1,Mundo tomar público cierta posición niño imagen. Ante grado padres propia naturaleza dejar. Sangre encuentra dicho sur cual trabajadores torno.
1358,2024-11-21 06:06:57,2024-11-21 20:16:41,Reclamo,alta,Este,14,14.2,1,0,"Paso clase américa única del sector. Tendrá dejar evitar imagen formas.
Demás función somos ni alto objeto atención cuales. Mayo cara radio organización estudios políticas capaz."
1359,2024-07-31 06:09:31,2024-08-01 16:28:49,Sugerencia,baja,Norte,5,34.3,1,0,
1360,2024-10-22 01:49:22,2024-10-26 02:16:24,Sugerencia,baja,Este,14,96.5,1,0,
1361,2024-02-08 23:43:27,2024-02-15 08:34:31,Petición,media,Norte,20,152.9,0,0,
1362,2024-05-18 23:59:19,2024-05-19 05:28:54,Reclamo,alta,Oeste,12,5.5,1,0,
1363,2024-10-10 09:18:51,2024-10-11 13:16:51,Queja,alta,Norte,4,28.0,1,0,"Nombre mal volver. Medidas hijos comisión del. Les mucha sobre última.
Servicio junto clase. Es conjunto meses volvió. Económica cierta de marco pedro manera."
1364,2024-10-31 04:39:00,2024-11-01 04:41:09,Reclamo,alta,Este,18,24.0,1,0,
1365,2024-09-28 09:10:20,2024-09-29 11:12:26,Queja,alta,Centro,9,26.0,1,0,
1366,2024-02-08 16:26:24,2024-02-08 19:49:20,Queja,alta,Este,16,3.4,1,0,
1367,2024-05-06 21:15:53,2024-05-10 21:06:06,Petición,media,Este,2,95.8,1,0,
1368,2024-12-25 06:00:44,,Sugerencia,baja,Centro,9,268.6,0,1,
1369,2024-03-27 08:17:11,2024-03-27 20:41:54,Petición,media,Este,18,12.4,1,0,Expresión centros hasta grandes permite cuarto humano. Año voluntad diferencia político cualquier ii.
1370,2024-11-16 12:55:01,2024-11-17 16:27:50,Sugerencia,baja,Sur,17,27.5,1,0,"Poco dejó población.
Realidad has nivel. Millones unión había atención partes."
1371,2024-03-27 02:35:15,2024-04-14 10:41:46,Sugerencia,baja,Norte,19,440.1,0,1,
1372,2024-12-06 03:10:56,2024-12-06 15:59:29,Petición,media,Sur,11,12.8,1,0,
1373,2024-08-24 08:14:33,2024-09-02 11:56:45,Sugerencia,baja,Norte,7,219.7,0,1,
1374,2024-04-17 15:16:55,2024-04-21 13:19:31,Sugerencia,baja,Este,2,94.0,1,0,
1375,2024-10-16 11:48:10,2024-10-17 20:20:48,Sugerencia,baja,Oeste,6,32.5,1,0,
1376,2024-04-04 09:30:33,2024-04-06 19:57:15,Queja,alta,Oeste,12,58.4,0,1,
1377,2024-04-22 03:58:33,2024-04-23 16:14:18,Petición,media,Centro,9,36.3,1,0,Encuentra políticas paso rey elecciones. Partido sueño vuelta banco primero valor. Septiembre podría fernando usted.
1378,2024-08-22 12:38:00,2024-08-25 16:00:23,Sugerencia,baja,Este,14,75.4,1,0,
1379,2024-09-23 23:59:45,2024-09-24 09:12:42,Reclamo,alta,Norte,20,9.2,1,0,Cuya momentos semana voz mujer existencia. Argentina van viaje primero. Mayor carácter valor debido consejo han. Varias oficial dios.
1380,2024-01-12 01:17:53,2024-01-13 02:55:35,Queja,alta,Norte,19,25.6,1,0,"Popular europa instituciones bien. Estar encuentro grado conseguir actual.
Soy presente pueden humana bien producto sigue."
1381,2024-02-07 01:22:40,2024-02-07 16:04:11,Petición,media,Este,14,14.7,1,0,
1382,2024-07-25 01:14:22,2024-07-25 13:01:08,Queja,alta,Norte,19,11.8,1,0,
1383,2024-02-09 04:38:53,2024-02-20 15:26:34,Petición,media,Este,14,274.8,0,1,
1384,2024-06-04 01:44:11,2024-06-04 10:10:54,Queja,alta,Norte,19,8.4,1,0,Luis zonas serie campaña paz. Corte superior hijo hermano diversas tarde. Pues españoles modo zona producto información.
1385,2024-02-01 00:27:47,2024-02-04 20:14:12,Petición,media,Este,14,91.8,1,0,
1386,2024-08-04 23:23:25,2024-08-06 13:47:03,Sugerencia,baja,Sur,17,38.4,1,0,
1387,2024-08-30 04:52:58,2024-09-06 11:40:49,Sugerencia,baja,Norte,4,174.8,0,1,
1388,2024-04-16 00:51:43,2024-04-16 12:46:44,Petición,media,Este,14,11.9,1,0,
1389,2024-04-14 22:24:39,2024-04-18 15:23:14,Reclamo,alta,Sur,8,89.0,0,1,
1390,2024-08-25 10:49:39,2024-08-26 02:31:19,Reclamo,alta,Oeste,6,15.7,1,0,Estructura hijos mundial objeto visita. Éxito b alto importancia junio suerte dicen quienes. Empresa económica deseo médico pese porque mejor.
1391,2024-04-07 01:04:21,2024-04-07 20:10:40,Petición,media,Sur,15,19.1,1,0,
1392,2024-12-03 23:27:07,2024-12-04 09:40:28,Sugerencia,baja,Oeste,6,10.2,1,0,
1393,2024-06-04 06:58:39,2024-06-05 08:31:12,Sugerencia,baja,Norte,1,25.5,1,0,
1394,2024-10-04 14:24:46,2024-10-05 04:43:35,Reclamo,alta,Sur,17,14.3,1,0,
1395,2024-02-28 08:30:48,2024-02-28 18:32:40,Reclamo,alta,Norte,20,10.0,1,0,Contra josé usted si decisión aquella principio. Estos esa padre diversas siguiente resultado hora. Fuentes mucha más produce lucha señaló.
1396,2024-02-14 08:40:18,2024-02-20 11:08:41,Petición,media,Norte,20,146.5,0,0,
1397,2024-07-29 02:53:52,2024-07-29 14:19:15,Reclamo,alta,Este,2,11.4,1,0,
1398,2024-10-14 08:26:22,2024-10-15 03:55:45,Petición,media,Oeste,12,19.5,1,0,
1399,2024-01-30 03:13:30,2024-02-02 06:08:26,Petición,media,Este,18,74.9,1,0,
1400,2024-03-31 17:54:33,2024-04-01 23:49:11,Reclamo,alta,Sur,8,29.9,1,0,
1401,2024-11-09 01:00:18,2024-11-09 05:04:36,Queja,alta,Sur,8,4.1,1,0,"Líder falta autor hemos casa participación fue. Compañía mil presente mundo.
Fue mil hacerlo cierto. Agua tiempo programa ve plazo necesidad interior. Madrid mediante habían empresa cuarto estoy."
1402,2024-06-13 09:10:40,2024-06-14 03:16:12,Sugerencia,baja,Centro,9,18.1,1,0,
1403,2024-03-30 21:40:40,2024-03-31 02:09:49,Sugerencia,baja,Este,16,4.5,1,0,"Mejores estar efecto fin esas marco. Tampoco padre instituto decía. Aumento ii mes frente.
Defensa libertad ideas calle.
Posibilidades tierra políticos calle madre bien."
1404,2024-01-01 10:42:30,2024-01-08 14:07:10,Sugerencia,baja,Este,18,171.4,0,1,
1405,2024-06-28 00:02:06,2024-06-28 22:56:06,Reclamo,alta,Sur,3,22.9,1,0,"Muerte efecto haber. Corte militar antes económico.
Mayor mitad proceso trata bajo como demás. Base hablar padres."
1406,2024-07-23 09:10:03,2024-07-25 05:29:03,Petición,media,Sur,3,44.3,1,0,
1407,2024-02-13 17:36:25,2024-02-18 13:30:22,Petición,media,Norte,4,115.9,1,0,
1408,2024-02-08 13:34:01,2024-02-09 23:23:14,Queja,alta,Este,16,33.8,1,0,
1409,2024-05-20 01:37:39,2024-05-22 14:53:43,Petición,media,Norte,10,61.3,1,0,
1410,2024-10-30 17:11:58,2024-11-01 14:51:52,Queja,alta,Este,16,45.7,1,0,
1411,2024-04-08 21:51:52,2024-04-09 12:23:41,Petición,media,Norte,10,14.5,1,0,
1412,2024-09-20 02:35:14,2024-09-20 05:36:02,Queja,alta,Sur,17,3.0,1,0,
1413,2024-10-29 14:02:20,2024-10-29 21:32:31,Reclamo,alta,Sur,11,7.5,1,0,
1414,2024-03-15 03:06:46,2024-03-15 09:36:49,Sugerencia,baja,Sur,15,6.5,1,0,
1415,2024-12-11 16:41:33,2024-12-12 12:58:35,Reclamo,alta,Oeste,6,20.3,1,0,
1416,2024-08-03 14:04:23,2024-08-06 15:25:02,Reclamo,alta,Norte,10,73.3,0,1,
1417,2024-10-04 09:39:30,2024-10-04 14:42:13,Sugerencia,baja,Oeste,6,5.0,1,0,
1418,2024-11-24 22:02:15,2024-11-25 01:45:17,Reclamo,alta,Oeste,6,3.7,1,0,Aún futuro encima ellas fuerzas consecuencia ejemplo. Pequeño personal título dijo región. Por humana semanas empresa congreso oficial capital o.
1419,2024-01-03 16:08:51,2024-01-04 05:04:39,Queja,alta,Oeste,6,12.9,1,0,
