ticket_id,paciente_id,fecha_encuesta,nps,csat,comentario
1146,PAC-1146,2024-02-03,1,3,Familia consumo pone minutos siquiera sueño.
1147,PAC-1147,2024-06-14,8,3,También popular señor tres podrá d.
1148,PAC-1148,2024-02-28,9,4,Has pregunta muchos estoy mayor equipo sí.
1149,PAC-1149,2024-02-21,9,4,Puntos bueno larga final llegó aún.
1150,PAC-1150,2024-10-29,6,2,Siempre fecha llegar españa.
1151,PAC-1151,2024-11-12,0,1,Otro así capital hubiera salud siguientes principio.
1152,PAC-1152,2024-10-05,9,5,Cuya actitud objeto vamos.
1153,PAC-1153,2024-09-18,10,4,
1154,PAC-1154,2024-04-04,8,3,Experiencia momentos américa empresas peor nos.
1155,PAC-1155,2024-08-11,7,4,Opinión español sé proyectos superior local mercado.
1156,PAC-1156,2024-11-26,10,5,Mujer autoridades iglesia evitar año.
1157,PAC-1157,2024-03-18,9,4,Pesetas socialista análisis lópez.
1158,PAC-1158,2024-07-29,7,3,
1159,PAC-1159,2024-04-14,7,2,
1160,PAC-1160,2024-07-28,10,4,
1161,PAC-1161,2024-08-15,3,2,Dar países él tenía no.
1162,PAC-1162,2024-08-08,7,3,Fútbol a falta.
1163,PAC-1163,2024-05-10,8,5,Riesgo partido animales tenemos primer primero.
1164,PAC-1164,2024-09-02,9,5,
1165,PAC-1165,2024-06-19,10,5,Interior presente actitud radio hacen memoria realidad durante.
1166,PAC-1166,2024-11-21,1,3,
1167,PAC-1167,2024-10-27,10,5,Camino francia demás quién mis llamado hora pudo.
1168,PAC-1168,2024-10-19,8,4,Poco unión uno doctor.
1169,PAC-1169,2024-02-12,6,4,
1170,PAC-1170,2024-10-07,9,4,Entonces nuevo general ministerio experiencia mucho.
1171,PAC-1171,2024-04-21,9,4,
1172,PAC-1172,2024-02-11,9,3,
1173,PAC-1173,2024-03-18,0,3,Corazón tipo no mitad socialista pocos.
1174,PAC-1174,2024-09-20,7,4,
1175,PAC-1175,2024-04-20,1,3,Medio tribunal iba.
1176,PAC-1176,2024-07-13,7,4,Propia cosa cómo final.
1177,PAC-1177,2024-11-01,9,4,
1178,PAC-1178,2024-09-02,8,4,Derecha año otras ya función instituciones busca gobierno.
1179,PAC-1179,2024-02-25,8,4,
1180,PAC-1180,2024-11-13,8,5,
1181,PAC-1181,2024-01-23,8,3,Trabajadores cama enfermedad cuatro los.
1182,PAC-1182,2024-01-28,7,3,Tuvo aire líder fueron.
1183,PAC-1183,2024-08-10,7,4,
1184,PAC-1184,2024-09-13,8,2,
1185,PAC-1185,2024-11-22,10,5,Rey julio tenía metros.
1186,PAC-1186,2024-10-21,10,4,
1187,PAC-1187,2024-06-24,10,4,Hacerlo domingo escuela.
1188,PAC-1188,2024-03-01,7,3,
1189,PAC-1189,2024-10-13,7,3,Llamado electoral la muchos proceso sabe.
1190,PAC-1190,2024-09-09,8,5,
1191,PAC-1191,2024-06-13,7,3,
1192,PAC-1192,2024-03-03,9,4,
1193,PAC-1193,2024-10-07,8,3,Pensar televisión dado sino resto ejemplo presencia.
1194,PAC-1194,2024-08-16,9,4,Amor precio puedo dentro principales éxito.
1195,PAC-1195,2024-10-28,9,4,Ser universidad cerca república especial razones consejo considera.
1196,PAC-1196,,8,3,Algunas cuya realidad generales solución.
1197,PAC-1197,2024-11-18,6,3,Cambio lo obra tanto personas.
1198,PAC-1198,2024-09-26,6,3,Artículo un aunque mejores.
1199,PAC-1199,2024-02-15,5,4,
1200,PAC-1200,2025-01-04,8,5,
1201,PAC-1201,2024-10-21,8,3,
1202,PAC-1202,2024-11-05,10,5,Noviembre verdad país apoyo general medios unos régimen.
1203,PAC-1203,2024-08-17,8,4,
1204,PAC-1204,2024-08-06,8,4,Días mis tuvo exterior.
1205,PAC-1205,2024-05-03,0,3,Dónde pablo comisión cuenta número hombre.
1206,PAC-1206,2024-08-09,6,4,
1207,PAC-1207,2024-05-26,6,3,
1208,PAC-1208,2024-01-07,0,2,Mayores base fuerza fútbol difícil otras.
1209,PAC-1209,2024-01-13,0,2,Flores elecciones igual últimos un congreso.
1210,PAC-1210,2024-10-04,0,1,
1211,PAC-1211,2024-06-05,10,5,Agua no asunto propio unión acuerdo centros.
1212,PAC-1212,2024-11-14,4,2,
1213,PAC-1213,2024-10-19,0,2,
1214,PAC-1214,2024-11-14,0,3,Obstante visita carácter encima cuenta.
1215,PAC-1215,2024-08-24,8,4,
1216,PAC-1216,2024-06-06,6,4,París soy jamás camino e nuevo congreso justicia.
1217,PAC-1217,2024-02-25,6,5,G de dejó dónde algunos razones garcía siempre.
1218,PAC-1218,2024-02-13,9,5,
1219,PAC-1219,2024-03-12,9,5,
1220,PAC-1220,2024-03-23,8,4,Mi tales embargo alrededor nivel le cuenta como.
1221,PAC-1221,2024-09-05,7,3,Esta estructura razones dicen antes.
1222,PAC-1222,2024-03-23,3,3,Derechos libro parece máximo.
1223,PAC-1223,2024-07-22,8,4,Control muestra juez psoe e.
1224,PAC-1224,2024-05-22,10,4,
1225,PAC-1225,2024-01-29,8,4,Felipe mirada llegar contrario comunidad ocho.
1226,PAC-1226,2024-08-15,6,4,Algo misma ojos autoridades.
1227,PAC-1227,2024-06-16,3,3,Frente menos práctica vamos cuanto edad dinero.
1228,PAC-1228,2024-07-15,10,4,Embargo ir político cuales.
1229,PAC-1229,2024-04-03,8,2,Pequeño etapa imágenes cerca tal.
1230,PAC-1230,2024-10-21,10,5,
1231,PAC-1231,2024-03-07,9,3,Señaló aspectos comenzó trabajadores energía superior elementos.
1232,PAC-1232,2024-02-13,8,4,
1233,PAC-1233,2024-08-26,8,4,
1234,PAC-1234,2024-07-24,8,4,Ley información europea carrera tan voluntad.
1235,PAC-1235,2024-09-04,0,3,Casos hay gente junio siquiera quizá posición.
1236,PAC-1236,2024-08-29,10,4,
1237,PAC-1237,2024-02-05,9,3,Sigue la también.
1238,PAC-1238,2024-07-07,0,2,Hermano nos hacerlo estar encuentran usted.
1239,PAC-1239,2024-02-05,4,2,
1240,PAC-1240,2024-06-28,10,5,
1241,PAC-1241,2024-06-09,9,4,
1242,PAC-1242,2024-10-04,5,4,
1243,PAC-1243,2024-11-17,8,4,Fácil cultural los pese.
1244,PAC-1244,2024-08-19,5,3,
1245,PAC-1245,2024-12-15,5,4,Norte vuelve políticos autoridades pese.
1246,PAC-1246,2024-08-11,8,5,Pública real él madre campo unas tema rosa.
1247,PAC-1247,2024-11-04,8,4,
1248,PAC-1248,2024-06-09,9,5,Sentido uno queda está comunicación economía.
1249,PAC-1249,2024-06-08,2,2,
1250,PAC-1250,2024-11-24,8,4,
1251,PAC-1251,2024-08-02,9,4,
1252,PAC-1252,2024-05-02,10,4,
1253,PAC-1253,2024-09-19,10,5,
1254,PAC-1254,2024-09-16,9,4,Voluntad tu va.
1255,PAC-1255,2024-10-22,10,4,
1256,PAC-1256,2024-05-18,5,4,
1257,PAC-1257,2024-04-09,10,5,Juego arriba hubo ayer.
1258,PAC-1258,2024-10-12,2,3,Cuyo autoridades alguna consumo.
1259,PAC-1259,2024-11-01,7,4,
1260,PAC-1260,2024-05-07,9,3,Este hechos siempre mitad efecto junto.
1261,PAC-1261,2024-12-03,9,4,
1262,PAC-1262,2024-06-13,8,3,González metros dios.
1263,PAC-1263,2024-02-02,10,5,
1264,PAC-1264,2024-11-29,9,4,Jefe actual le diferencia necesidad derecha.
1265,PAC-1265,2024-05-15,6,4,
1266,PAC-1266,2024-09-08,8,4,Sólo quería tan piel manera enero época.
1267,PAC-1267,2024-03-21,7,4,
1268,PAC-1268,2024-04-28,9,4,Imagen encuentra hermano común asunto tanto natural.
1269,PAC-1269,2024-01-25,9,4,
1270,PAC-1270,2024-08-08,7,3,Unos necesario construcción salir.
1271,PAC-1271,2024-03-18,5,3,
1272,PAC-1272,2024-03-13,6,3,Razón función forma aspectos suficiente.
1273,PAC-1273,2024-09-30,10,5,
1274,PAC-1274,2024-07-24,9,4,
1275,PAC-1275,2024-02-05,10,5,
1276,PAC-1276,2024-08-05,6,4,
1277,PAC-1277,2024-01-27,8,4,Dejar existe fuerte sectores salir niños público.
1278,PAC-1278,2024-05-15,4,3,
1279,PAC-1279,2024-02-03,5,4,
1280,PAC-1280,2024-07-13,9,5,
1281,PAC-1281,2024-08-03,8,4,
1282,PAC-1282,2024-05-26,5,4,
1283,PAC-1283,2024-03-29,8,4,Ley final puerta además.
1284,PAC-1284,2024-09-20,9,4,
1285,PAC-1285,2024-09-26,10,5,
1286,PAC-1286,2024-04-13,10,5,Efectos mejores blanco mismos si humanos.
1287,PAC-1287,2024-03-29,7,5,Sentido llegar contenido verdad has san.
1288,PAC-1288,2024-08-27,3,3,Crecimiento capital dirección presidente.
1289,PAC-1289,2024-03-06,6,3,
1290,PAC-1290,2024-02-17,10,5,
1291,PAC-1291,2024-12-07,10,5,
1292,PAC-1292,2024-10-09,9,4,
1293,PAC-1293,2024-07-18,8,4,Razones lejos carne madre dentro pocos suerte marcha.
1294,PAC-1294,2024-12-26,9,4,Madrid encuentra tanto.
1295,PAC-1295,2024-06-27,5,4,Efecto s mar usted ciudad pasado es.
1296,PAC-1296,2024-02-09,5,4,
1297,PAC-1297,2025-01-01,9,4,
1298,PAC-1298,2024-11-13,10,4,
1299,PAC-1299,2024-07-28,10,5,
1300,PAC-1300,2024-09-24,5,3,América televisión universidad público quien.
1301,PAC-1301,2024-09-01,2,3,
1302,PAC-1302,2024-02-15,5,2,
1303,PAC-1303,2024-08-01,7,3,
1304,PAC-1304,2024-10-06,9,5,
1305,PAC-1305,2024-06-14,8,4,
1306,PAC-1306,2024-10-17,0,1,
1307,PAC-1307,2024-07-03,6,3,
1308,PAC-1308,2024-05-26,9,3,Democracia acción semana cuenta.
1309,PAC-1309,2024-12-30,8,5,
1310,PAC-1310,2024-07-27,7,5,
1311,PAC-1311,2024-06-16,10,5,Varias muchos ambiente nuestra enfermedad menor materia llegó.
1312,PAC-1312,2024-12-17,1,2,
1313,PAC-1313,2024-06-30,8,4,
1314,PAC-1314,2024-09-24,4,3,Para pacientes estudio primera además mi.
1315,PAC-1315,2024-01-09,9,5,Vida dinero puedo solución haciendo.
1316,PAC-1316,2024-06-06,10,4,
1317,PAC-1317,2024-08-01,5,3,Tenían toda permite unión.
1318,PAC-1318,2024-05-29,10,5,
1319,PAC-1319,2024-04-28,10,5,
1320,PAC-1320,2024-05-09,4,3,Opinión cuanto amigo alguna cuadro yo esfuerzo hacia.
1321,PAC-1321,2024-03-03,5,3,Secretario políticos industria buen frente centros somos.
1322,PAC-1322,2024-03-01,9,5,
1323,PAC-1323,2024-06-16,7,3,Desarrollo mitad larga música incluso sociales especial.
1324,PAC-1324,2024-03-28,10,4,
1325,PAC-1325,2024-11-25,9,2,
1326,PAC-1326,2024-11-25,0,2,
1327,PAC-1327,2024-04-11,8,3,
1328,PAC-1328,2024-11-13,8,4,Niveles ser producto santiago cual aquella.
1329,PAC-1329,2024-09-30,9,4,Pero dicho vio sistema sean bajo unos.
1330,PAC-1330,2024-01-20,8,5,
1331,PAC-1331,2024-04-07,3,3,
1332,PAC-1332,2024-04-27,9,4,
1333,PAC-1333,2024-04-22,9,4,Todos favor francia siguiente nuevos color.
1334,PAC-1334,2024-05-25,6,3,Artículo materia ayer cantidad ciudad plan.
1335,PAC-1335,2024-06-17,4,3,Falta derecha centro verdad imagen problemas esas.
1336,PAC-1336,2024-05-10,7,4,
1337,PAC-1337,2024-07-04,8,4,
1338,PAC-1338,2024-04-07,7,4,
1339,PAC-1339,2024-03-21,10,5,
1340,PAC-1340,2024-03-04,9,4,Mitad empresas juan local nivel.
1341,PAC-1341,2024-08-11,0,2,
1342,PAC-1342,2024-09-26,4,4,
1343,PAC-1343,2024-06-14,6,3,
1344,PAC-1344,2024-09-28,7,4,Corte ellos todo misma me.
1345,PAC-1345,2024-07-12,8,4,
1346,PAC-1346,2024-12-13,3,4,
1347,PAC-1347,2024-06-16,1,3,
1348,PAC-1348,2024-07-16,10,5,
1349,PAC-1349,2024-04-09,7,3,Cine podía técnica cinco.
1350,PAC-1350,2024-04-26,10,4,
1351,PAC-1351,2024-09-12,9,2,Materia cama cinco hay.
1352,PAC-1352,2024-03-04,7,4,
1353,PAC-1353,2024-08-25,8,5,Total edad hay buen pues ninguna.
1354,PAC-1354,2024-11-22,8,4,Conocer deja origen es.
1355,PAC-1355,2024-12-23,3,3,
1356,PAC-1356,2024-12-08,9,3,Imágenes tomar civil saber en cambio.
1357,PAC-1357,2024-08-27,8,3,
1358,PAC-1358,2024-11-24,8,4,
1359,PAC-1359,2024-08-02,10,5,
1360,PAC-1360,2024-10-27,9,4,
1361,PAC-1361,2024-02-17,3,2,Recuerdo decisión sabía tenemos empresas.
1362,PAC-1362,2024-05-22,9,5,Propuesta juez dentro además sociales universidad alta.
1363,PAC-1363,2024-10-17,3,4,Poner políticas n debe pacientes blanca septiembre mar.
1364,PAC-1364,2024-11-05,1,2,
1365,PAC-1365,2024-10-01,4,3,
1366,PAC-1366,2024-02-11,10,4,
1367,PAC-1367,2024-05-11,4,3,
1368,PAC-1368,,6,2,Sino área sido haya características embargo nuevas.
1369,PAC-1369,2024-04-01,9,5,
1370,PAC-1370,2024-11-20,8,4,
1371,PAC-1371,2024-04-15,2,2,O situación plazo.
1372,PAC-1372,2024-12-13,7,5,
1373,PAC-1373,2024-09-07,0,1,
1374,PAC-1374,2024-04-22,4,3,Asunto período siglo uno aquel programas padres.
1375,PAC-1375,2024-10-22,8,4,
1376,PAC-1376,2024-04-10,9,4,Quién popular instituto prensa.
1377,PAC-1377,2024-04-26,9,4,Cual actividades color permite quedó.
1378,PAC-1378,2024-08-31,6,4,
1379,PAC-1379,2024-09-30,6,4,
1380,PAC-1380,2024-01-14,2,2,Único varios compañía.
1381,PAC-1381,2024-02-10,6,4,Supuesto mayor estuvo con estudios dirección vía.
1382,PAC-1382,2024-07-27,10,4,
1383,PAC-1383,2024-02-21,9,4,
1384,PAC-1384,2024-06-09,10,4,Éxito alguien causa.
1385,PAC-1385,2024-02-08,10,4,
1386,PAC-1386,2024-08-07,2,3,
1387,PAC-1387,2024-09-11,10,3,
1388,PAC-1388,2024-04-22,8,4,
1389,PAC-1389,2024-04-23,0,1,
1390,PAC-1390,2024-08-28,0,3,
1391,PAC-1391,2024-04-08,10,5,Máximo vivir tal estaba buscar según mano existen.
1392,PAC-1392,2024-12-11,8,4,
1393,PAC-1393,2024-06-10,9,4,Caso conseguir español.
1394,PAC-1394,2024-10-08,6,3,
1395,PAC-1395,2024-03-02,10,4,Derecho primeras centros llega dice comenzó decía medios.
1396,PAC-1396,2024-02-21,10,3,
1397,PAC-1397,2024-07-31,8,5,Han hacerlo etc quienes cualquier quizá militares marcha.
1398,PAC-1398,2024-10-16,1,3,Diversas allá demasiado dirección hacerlo todos imagen.
1399,PAC-1399,2024-02-07,0,2,
1400,PAC-1400,2024-04-02,7,4,
1401,PAC-1401,2024-11-14,9,5,
1402,PAC-1402,2024-06-19,8,4,Misma sólo plaza conocimiento decir vivir.
1403,PAC-1403,2024-04-01,10,4,Viene acción futuro amor autor secretario dado.
1404,PAC-1404,2024-01-12,10,3,Antonio particular puede dio.
1405,PAC-1405,2024-07-04,7,5,Importancia sola partir personal.
1406,PAC-1406,2024-08-01,9,4,
1407,PAC-1407,2024-02-20,8,5,
1408,PAC-1408,2024-02-16,4,3,
1409,PAC-1409,2024-05-27,10,5,
1410,PAC-1410,2024-11-08,8,4,
1411,PAC-1411,2024-04-11,4,3,
1412,PAC-1412,2024-09-24,3,3,Puerta menor fernando estados allí aquella ha ejemplo.
1413,PAC-1413,2024-10-30,5,4,
1414,PAC-1414,2024-03-20,10,5,Dinero ya mira dolor mil haber.
1415,PAC-1415,2024-12-18,3,3,
1416,PAC-1416,2024-08-07,7,3,Viene fácil aunque larga justicia.
1417,PAC-1417,2024-10-11,9,4,Sistemas historia e difícil salud período salida todas.
1418,PAC-1418,2024-12-02,2,2,
1419,PAC-1419,2024-01-07,1,3,
1420,PAC-1420,2024-10-09,9,4,Puede plaza momentos natural.
1421,PAC-1421,2024-01-27,9,3,
1422,PAC-1422,2024-01-30,10,4,
1423,PAC-1423,2024-09-13,10,4,G administración igual estado sin poder.
1424,PAC-1424,2024-09-13,8,4,
1425,PAC-1425,2024-11-10,8,3,Posible aumento después punto sería presidente lo.
1426,PAC-1426,2024-03-20,8,4,Lo sola ideas marzo chile mercado.
1427,PAC-1427,2024-12-16,9,5,Europea cara cultural principio asunto algún.
1428,PAC-1428,2024-08-10,2,1,Cultural lópez poco sea necesidad.
1429,PAC-1429,2024-01-06,2,2,
1430,PAC-1430,2024-06-24,9,5,
1431,PAC-1431,2024-08-13,9,4,Importancia atrás lucha junto director comercio.
1432,PAC-1432,2024-01-19,0,4,
1433,PAC-1433,2024-02-11,6,4,Crisis suerte asociación cabo.
1434,PAC-1434,2024-04-27,5,3,
1435,PAC-1435,2024-11-10,8,4,Música obstante pocos fuera partido fuentes dirección.
1436,PAC-1436,2024-12-08,10,4,Mayo premio español la.
1437,PAC-1437,2024-02-20,10,5,
1438,PAC-1438,2024-05-02,4,3,
1439,PAC-1439,2024-12-08,3,4,
1440,PAC-1440,2024-08-05,9,4,Época pocos solamente costa semanas.
1441,PAC-1441,2024-11-21,4,2,
1442,PAC-1442,2024-03-05,9,4,
1443,PAC-1443,2024-06-10,10,5,Mayo misma diversas ésta medida amigo.
1444,PAC-1444,2024-11-25,9,5,
1445,PAC-1445,,5,2,Porque menor presencia técnica puesto aumento sigue otras.
1446,PAC-1446,2024-09-17,8,3,Estamos formas pasa había van sí difícil intereses.
1447,PAC-1447,2024-01-16,10,4,Niveles nueva gran media.
1448,PAC-1448,2024-01-29,9,3,
1449,PAC-1449,2024-03-12,2,1,
1450,PAC-1450,2024-08-11,8,4,Trabajar sentido única quizá particular sangre.
1451,PAC-1451,2024-08-30,9,5,Así papel nombre humano.
1452,PAC-1452,2024-01-13,7,4,
1453,PAC-1453,2024-02-27,4,4,
1454,PAC-1454,2024-10-13,1,3,
1455,PAC-1455,2024-12-03,7,3,Puerto actual instituciones pueda.
1456,PAC-1456,2024-09-20,1,2,
1457,PAC-1457,2024-11-24,7,4,
1458,PAC-1458,2024-01-31,2,3,Veces zonas estuvo igual.
1459,PAC-1459,2024-02-07,9,4,
1460,PAC-1460,2024-04-02,10,4,Llegado investigación cómo pública habla.
1461,PAC-1461,2024-11-01,4,4,Oposición verdad civil acciones guerra autor habría.
1462,PAC-1462,2024-09-05,8,5,
1463,PAC-1463,2024-10-12,10,5,
1464,PAC-1464,2024-07-22,6,4,
1465,PAC-1465,2024-02-11,8,2,
1466,PAC-1466,2024-02-26,2,3,Una además éste años sino puerta toma.
1467,PAC-1467,2024-04-07,3,2,
1468,PAC-1468,2024-11-17,5,3,
1469,PAC-1469,2024-11-09,6,3,
1470,PAC-1470,2024-08-21,6,2,
1471,PAC-1471,2024-12-03,10,5,
1472,PAC-1472,2024-01-30,10,5,
1473,PAC-1473,2024-02-08,4,1,
1474,PAC-1474,2024-04-14,7,3,Santa cuales ella futuro mujeres cuestión sino.
1475,PAC-1475,2024-12-09,0,2,Trata futuro jóvenes pesar.
1476,PAC-1476,2024-03-26,8,4,
1477,PAC-1477,2024-12-06,6,4,Así algunas tenían programa.
1478,PAC-1478,2024-07-03,7,3,
1479,PAC-1479,2024-02-15,8,5,
1480,PAC-1480,2024-02-10,8,5,
1481,PAC-1481,2024-09-22,10,3,
1482,PAC-1482,2024-10-03,8,4,
1483,PAC-1483,2024-07-27,8,5,
1484,PAC-1484,2024-09-09,5,4,Naturaleza tenía algo pero director cabeza toma.
1485,PAC-1485,2024-11-10,1,3,
1486,PAC-1486,2024-07-13,6,4,
1487,PAC-1487,2024-12-28,9,4,Cargo local nada aspectos miguel algunas.
1488,PAC-1488,2024-04-22,8,4,
1489,PAC-1489,2024-03-24,9,4,
1490,PAC-1490,2024-10-04,6,3,Con ni realidad sola humana.
1491,PAC-1491,2024-12-07,6,4,
1492,PAC-1492,2025-01-03,10,5,
1493,PAC-1493,2024-10-20,9,4,Mundo productos asunto materia sur ninguna hemos.
1494,PAC-1494,2024-03-11,10,4,Enfermedad tengo hizo único congreso.
1495,PAC-1495,2024-09-24,10,5,Primera pasó española ahí española algunos bien.
1496,PAC-1496,2024-03-10,10,4,
1497,PAC-1497,2024-08-30,10,5,Juego sangre durante.
1498,PAC-1498,2024-12-07,10,5,
1499,PAC-1499,2024-06-09,2,3,Las principios manuel grupo hermano.
1500,PAC-1500,2024-06-01,8,3,Junto última rey medio escuela.
1501,PAC-1501,2024-03-08,9,5,
1502,PAC-1502,2024-03-01,7,4,Palabra m producto vivir superior.
1503,PAC-1503,2024-04-15,7,4,
1504,PAC-1504,2024-12-16,9,4,Ciudad agua juego pesar lópez éste los.
1505,PAC-1505,2024-12-27,6,3,Cuerpo memoria color encima.
1506,PAC-1506,2024-07-05,9,4,
1507,PAC-1507,2024-04-04,1,2,Unión interior cara resultado.
1508,PAC-1508,2024-11-04,0,3,Gracias interior pedro pues.
1509,PAC-1509,2024-08-25,10,5,
1510,PAC-1510,2024-09-17,9,3,
1511,PAC-1511,2024-03-06,9,5,Mil pero también mientras apoyo largo pregunta.
1512,PAC-1512,2024-04-23,8,4,
1513,PAC-1513,2024-11-10,7,3,
1514,PAC-1514,2024-05-06,10,4,Mayor posibilidades llamado formación doctor.
1515,PAC-1515,2024-11-10,7,4,
1516,PAC-1516,2024-12-20,9,4,Sino medidas mi.
1517,PAC-1517,2024-05-21,4,3,
1518,PAC-1518,2024-03-20,9,3,
1519,PAC-1519,2024-01-30,10,5,
1520,PAC-1520,2024-11-10,10,3,
1521,PAC-1521,2024-08-28,5,4,Europea centro razón número.
1522,PAC-1522,2024-01-21,9,3,Pasar dirección dicho quién dado producción punto flores.
1523,PAC-1523,2024-04-02,10,4,
1524,PAC-1524,2024-09-21,9,4,Hecho político estar miguel precio tan veces.
1525,PAC-1525,2024-12-22,0,3,
1526,PAC-1526,2024-09-15,10,5,
1527,PAC-1527,2024-01-17,10,5,
1528,PAC-1528,2024-03-09,9,4,Cantidad último ambiente cierta.
1529,PAC-1529,2024-07-26,10,4,Este trata civil mujeres mano diciembre.
1530,PAC-1530,2024-06-19,0,3,Ambiente madre éxito socialista local.
1531,PAC-1531,2024-04-12,5,4,Hombres hoy uno vida dirección no actividades era.
1532,PAC-1532,2024-04-14,7,4,
1533,PAC-1533,2024-10-10,10,4,
1534,PAC-1534,2024-04-23,8,4,Haber entrar proceso dirección voluntad formas.
1535,PAC-1535,2024-06-22,8,4,Sí constitución visto este al s.
1536,PAC-1536,2024-12-22,6,4,Muerto información acerca abril estoy.
1537,PAC-1537,2024-07-10,10,4,
1538,PAC-1538,2024-04-19,1,2,
1539,PAC-1539,2024-06-20,1,4,Administración dejar nacional llegar n suficiente fernando.
1540,PAC-1540,2024-05-29,10,4,
1541,PAC-1541,2024-01-25,4,3,Alta vuelve civil diario centros español central dónde.
1542,PAC-1542,2024-10-04,6,4,Control luz piel siglo salud contra.
1543,PAC-1543,2025-01-05,6,4,Vivir victoria sector persona doctor barcelona pie prueba.
1544,PAC-1544,2024-09-17,7,4,
1545,PAC-1545,2024-07-27,4,2,
1546,PAC-1546,2024-12-18,10,5,Antes manera tomar acto.
1547,PAC-1547,2024-10-08,4,3,
1548,PAC-1548,2024-12-24,4,4,
1549,PAC-1549,2024-12-14,9,4,
1550,PAC-1550,2024-03-13,7,4,
1551,PAC-1551,2024-09-07,8,3,
1552,PAC-1552,2024-10-06,8,4,
1553,PAC-1553,2024-10-26,10,5,Jamás has cambios.
1554,PAC-1554,2024-12-21,1,3,
1555,PAC-1555,2024-09-12,3,4,
1556,PAC-1556,2024-06-04,9,4,
1557,PAC-1557,2024-08-19,10,5,
1558,PAC-1558,2024-04-01,7,3,
1559,PAC-1559,2024-07-31,8,4,Viaje afirmó materia jorge formas serán juez.
1560,PAC-1560,2024-07-11,9,2,
1561,PAC-1561,2024-12-23,2,3,
1562,PAC-1562,2024-11-05,10,5,Cuyo texto sabía han poner tu este.
1563,PAC-1563,2024-01-21,8,3,Razones tu últimos república técnica.
1564,PAC-1564,2024-05-01,3,3,Sino ejemplo la menos están etc mesa.
1565,PAC-1565,2024-11-09,9,4,Derecho real puntos resultado agua.
1566,PAC-1566,2024-06-30,2,3,
1567,PAC-1567,2024-07-11,0,2,
1568,PAC-1568,2024-12-23,10,5,
1569,PAC-1569,2024-09-23,10,5,
1570,PAC-1570,2024-04-22,1,3,Nos oro ha unos.
1571,PAC-1571,2024-08-23,2,2,
1572,PAC-1572,2024-07-15,9,4,
1573,PAC-1573,2024-07-06,9,5,Sol técnica ministerio material jamás grandes.
1574,PAC-1574,2024-05-01,5,3,Vez nuevas joven antonio.
1575,PAC-1575,2024-03-12,6,4,
1576,PAC-1576,2024-11-01,2,3,Calle conseguir cosas cambios parecía hija hacía contra.
1577,PAC-1577,2024-09-13,4,3,Sociedad mayo hijo tomar viaje marco central.
1578,PAC-1578,2024-08-13,8,5,
1579,PAC-1579,2024-08-31,8,4,Así internacional además naturaleza.
1580,PAC-1580,2024-08-10,6,4,
1581,PAC-1581,2024-07-14,8,4,
1582,PAC-1582,2024-11-22,4,4,
1583,PAC-1583,2024-01-13,1,2,Fondo sur seguir espacio.
1584,PAC-1584,2024-09-08,9,4,Cada calidad líder amor pocos.
1585,PAC-1585,2024-05-06,9,4,Edad especie televisión actividades semanas semana.
1586,PAC-1586,2024-10-19,7,4,
1587,PAC-1587,2024-02-24,10,5,
1588,PAC-1588,2024-04-18,0,2,
1589,PAC-1589,2024-09-30,8,4,
1590,PAC-1590,2024-01-21,8,4,Material ellos aunque iglesia n.
1591,PAC-1591,2024-07-05,8,4,Aun tan últimos sería pablo paciente trata materia.
1592,PAC-1592,2024-09-27,9,2,
1593,PAC-1593,2024-09-25,5,3,
1594,PAC-1594,2024-06-12,9,4,
1595,PAC-1595,2024-07-17,6,4,Medios ocasiones clase parecía.
1596,PAC-1596,2024-06-13,9,4,
1597,PAC-1597,2024-04-12,8,4,
1598,PAC-1598,2024-10-12,10,5,Expresión habría revolución papel actual llegado sala mi.
1599,PAC-1599,2024-05-28,8,4,
1600,PAC-1600,2024-10-26,10,4,Mar jefe trabajar ciento aquellas información serán.
1601,PAC-1601,2024-06-02,9,4,
1602,PAC-1602,2024-07-19,6,4,Función sabía espacio grande junto fuerte militares.
1603,PAC-1603,2024-03-20,6,5,Fue seguir familia que mismo mundo único.
1604,PAC-1604,2024-08-28,8,5,
1605,PAC-1605,2024-01-26,10,4,
1606,PAC-1606,2024-01-21,0,2,
1607,PAC-1607,2024-12-28,10,5,
1608,PAC-1608,2024-04-19,10,5,
1609,PAC-1609,2024-06-16,9,4,Llevar pregunta han resultado por puedo mes.
1610,PAC-1610,2024-05-22,8,4,
1611,PAC-1611,2024-05-27,2,2,P lo mujer obra esas.
1612,PAC-1612,2024-12-18,8,5,Tiempos ejército junto.
1613,PAC-1613,2024-09-01,8,4,
1614,PAC-1614,2024-01-29,1,2,
1615,PAC-1615,2024-08-31,10,5,Toma pero pacientes conseguir debe.
1616,PAC-1616,2024-08-30,9,4,
1617,PAC-1617,2024-01-23,6,2,
1618,PAC-1618,2024-08-05,1,3,Tipo llega cuerpo segunda.
1619,PAC-1619,2024-06-13,9,4,
1620,PAC-1620,2024-12-04,9,4,
1621,PAC-1621,2024-05-17,9,5,Gente interés lado.
1622,PAC-1622,2024-08-26,9,4,Ideas hombres primeras capacidad objetivo.
1623,PAC-1623,2024-07-21,10,4,Cada europea especialmente debía espera seguridad pensar.
1624,PAC-1624,2024-10-29,2,1,Sentido único gobierno lucha podría sol desde.
1625,PAC-1625,2024-09-28,6,4,Haya datos proyectos dirección gonzález algunos.
